identifier,interface_phenotype,probability
6AEG_B,I001,1.0
6AI6_A,I001,0.8641943408322473
6AJO_A,I001,0.9750697470478015
6AKO_C,I001,1.0
6AMO_A,I001,1.0
6AS7_A,I001,1.0
6ASB_I,I001,0.9249740300886917
6ASD_C,I001,0.8789645905105152
6B0O_A,I001,0.9660279714486849
6B0R_A,I001,0.8841434838681403
6B44_A,I001,1.0
6B44_B,I001,0.5296707749034247
6B44_F,I001,0.501853633722459
6B6H_G,I001,0.8530887888834441
6B6H_I,I001,1.0
6BCF_J,I001,0.9161832332657417
6BCG_D,I001,0.8231751514823601
6BCH_A,I001,0.8297305198114358
6BCI_A,I001,1.0
6BCN_A,I001,0.9770770554467337
6BD0_A,I001,1.0
6BDA_A,I001,0.7482725946686789
6BDB_A,I001,1.0
6BKG_A,I001,1.0
6BQU_B,I001,1.0
6BRR_A,I001,1.0
6BSG_A,I001,0.839705969431577
6BTE_A,I001,1.0
6BUX_A,I001,0.9683784171524589
6BWY_B,I001,0.893967914222834
6BZ1_C,I001,0.9917302701544719
6BZO_D,I_NOISE,0.0
6C04_C,I001,0.43742741230386906
6C31_A,I001,1.0
6C66_A,I001,0.7657020608059143
6C66_M,I001,0.47501688101796136
6C66_O,I_NOISE,0.0
6CCG_A,I001,0.9061070353401777
6CFI_A,I001,1.0
6CG8_E,I001,0.7100359873574906
6CIK_B,I001,0.6175543864452725
6CIM_A,I001,0.6161679297387916
6CQ2_A,I001,0.9201490317982647
6CRM_A,I001,1.0
6CRO_A,I001,0.35457886783529813
6CT9_A,I001,1.0
6CTR_A,I001,1.0
6CVP_B,I001,0.6707359530401883
6CVQ_A,I001,1.0
6CVR_A,I001,1.0
6CVS_A,I001,1.0
6CVT_A,I001,1.0
6D0Z_A,I001,1.0
6D5F_A,I001,0.7540130767516691
6D5F_a,I001,0.8343636745336581
6D92_A,I001,0.8017642611450706
6D95_A,I001,0.8286680870955957
6DG0_A,I001,0.6194509331851249
6DGD_A,I001,0.7527543436641112
6DIC_A,I001,1.0
6DOG_A,I001,0.9008581139258601
6DOH_A,I001,0.9008581139258601
6DOS_A,I001,0.9008581139258601
6DPB_A,I001,0.9008581139258601
6DPG_A,I001,0.9008581139258601
6DPI_A,I001,0.9008581139258601
6DSX_A,I001,1.0
6DT1_A,I001,1.0
6DT7_A,I001,0.6731742748641333
6DT7_B,I001,0.8145718981818934
6DVC_C,I001,0.781768768097804
6DVC_F,I001,0.8831304571629152
6DWW_A,I001,0.71349964812305
6E33_A,I001,0.45659132503441713
6E93_A,I001,0.971760594062515
6E94_A,I001,0.9353039944110477
6EDC_A,I001,1.0
6EDT_C,I001,0.6471489737394739
6EDT_D,I001,1.0
6EHT_A,I002,1.0
6EMY_B,I001,0.763813026024802
6EN0_B,I001,1.0
6EN1_A,I001,1.0
6EO6_H,I001,0.9877861135474916
6ERQ_C,I_NOISE,0.0
6ES2_K,I001,0.9902588950821798
6ES3_K,I001,1.0
6EU0_P,I001,1.0
6EU1_B,I001,0.5757571936538671
6EXV_B,I001,0.7405023627609194
6F1K_A,I001,0.5093733944116686
6F2S_A,I001,0.8521375546902975
6F2S_H,I001,1.0
6F2S_I,I001,0.859491613721761
6F59_B,I001,1.0
6FB0_A,I001,1.0
6FB0_B,I001,1.0
6FB1_A,I001,0.9398786838463266
6FB8_A,I001,1.0
6FBC_A,I001,1.0
6FBU_A,I001,1.0
6FIX_B,I001,0.9902916279059616
6FK4_A,I001,0.8785936282933448
6FKE_A,I001,0.811977398955919
6FL1_A,I001,1.0
6FN0_A,I001,1.0
6FQ5_B,I001,1.0
6FQ5_C,I001,1.0
6FQ5_D,I001,1.0
6FTX_E,I_NOISE,0.0
6FTX_W,I_NOISE,0.0
6FWR_A,I001,0.9759952310996121
6FZS_B,I001,1.0
6FZT_A,I001,1.0
6G0A_A,I001,1.0
6G1T_A,I001,0.8370405921065129
6GAT_A,I001,1.0
6GCF_A,I001,0.980300948436539
6GED_A,I001,1.0
6GIS_A,I001,0.48793251183246084
6GOV_G,I001,0.62481026355884
6GOV_N,I001,0.4999829566640965
6GOV_Y,I001,0.80073764514491
6GTG_A,I001,1.0
6GTS_C,I001,0.8367626695261214
6GVQ_B,I001,0.9198804534143085
6GY3_A,I001,1.0
6H0S_A,I001,1.0
6H1V_A,I001,1.0
6HB4_A,I001,1.0
6HP7_A,I001,1.0
6I1K_A,I001,0.9661790527424139
6I1L_A,I001,0.8322109452335126
6I52_B,I_NOISE,0.0
6I52_C,I_NOISE,0.0
6I8A_A,I001,1.0
6IFM_B,I001,0.6540161164790612
6IIT_B,I001,0.8121232215674717
6IMK_A,I001,1.0
6IMN_A,I001,1.0
6IOD_A,I001,0.8612835113886746
6IPU_A,I001,1.0
6IPU_C,I001,1.0
6IPU_D,I001,1.0
6IPU_F,I001,1.0
6IQ4_C,I001,1.0
6IR8_A,I001,0.6940605280138425
6IS7_A,I001,0.9246267958169326
6IS8_A,I001,1.0
6IUD_A,I001,0.41753285904138293
6IY2_A,I001,1.0
6IY2_C,I001,1.0
6IY2_D,I001,1.0
6IY3_D,I001,1.0
6J4R_A,I001,1.0
6J5B_C,I001,1.0
6J80_B,I001,0.8567958331183403
6J9C_D,I001,1.0
6J9F_C,I001,0.9903763887796676
6JBX_A,I001,1.0
6JCY_C,I001,0.6770618588213015
6JDV_A,I001,0.8877146305902098
6JE4_K,I001,1.0
6JG8_B,I001,1.0
6JMA_C,I_NOISE,0.0
6JNI_A,I001,0.8488433604055009
6JNX_P,I_NOISE,0.0
6JRF_A,I001,1.0
6JRG_A,I001,0.8764614526337037
6JTQ_A,I001,0.8903886180764949
6JUM_A,I001,1.0
6JUN_A,I001,1.0
6JUP_A,I001,1.0
6JUQ_A,I001,1.0
6JUR_A,I001,1.0
6JUS_A,I001,1.0
6JW0_A,I001,0.9581382578661952
6JW3_A,I001,1.0
6JW5_A,I001,1.0
6JXD_C,I001,1.0
6JXD_D,I001,1.0
6JXD_E,I001,1.0
6JXD_G,I001,1.0
6JYW_A,I001,0.9562343998158184
6K3J_A,I001,0.6770937474365342
6K4Q_B,I001,1.0
6K4Y_M,I001,0.8397538458355552
6K8O_A,I001,1.0
6KBS_B,I001,0.9877861135474916
6KC8_A,I001,0.908999570335495
6KCP_D,I002,1.0
6KCQ_B,I001,0.9877861135474916
6KDB_A,I001,1.0
6KE9_E,I001,1.0
6KE9_G,I001,1.0
6KF9_B,I001,0.69097617642758
6KF9_C,I001,0.7735769458596923
6KI3_B,I001,1.0
6KNB_E,I_NOISE,0.0
6KOP_D,I001,1.0
6KSF_A,I001,0.652011929323884
6KVO_A,I001,0.8149395490945855
6L2O_A,I001,1.0
6L6Q_A,I001,1.0
6L6S_A,I001,0.9311166910225233
6L6Y_D,I001,1.0
6L84_A,I001,1.0
6L8E_A,I001,0.6143451619591591
6LBR_A,I001,0.9877861135474916
6LC1_A,I001,0.9399472332413932
6LCT_A,I001,0.7361577761201735
6LDI_H,I001,1.0
6LMJ_A,I001,0.48228462921049065
6LNB_G,I001,0.5778583095644659
6LTR_A,I001,0.8998571868004835
6LTU_A,I001,0.8455431029448319
6LWA_D,I001,1.0
6LWD_A,I001,1.0
6LWL_A,I001,1.0
6LWN_D,I001,1.0
6LWP_A,I001,1.0
6LWR_A,I001,1.0
6LXN_A,I001,1.0
6M0X_A,I001,1.0
6M75_A,I001,0.9295791340558973
6MII_E,I001,0.5450534055919202
6ML4_A,I001,0.9674104917087414
6MQ8_A,I001,1.0
6MRJ_B,I001,1.0
6MU4_A,I001,0.883373831793262
6MUO_B,I001,1.0
6MUP_A,I001,0.9971495581761569
6MUP_D,I001,0.9283765833100629
6MUP_G,I001,1.0
6MUP_M,I001,0.780198501420695
6MXO_A,I001,1.0
6MZM_W,I_NOISE,0.0
6N1P_B,I_NOISE,0.0
6N4C_A,I_NOISE,0.0
6N4C_B,I_NOISE,0.0
6N4C_C,I_NOISE,0.0
6N4C_D,I_NOISE,0.0
6N4C_F,I_NOISE,0.0
6N7W_H,I_NOISE,0.0
6NCM_A,I001,1.0
6NE0_F,I001,0.506487223892514
6NE3_W,I001,1.0
6NJU_D,I001,0.7004053369190426
6NL0_A,I001,1.0
6NSM_A,I001,0.8501579541906906
6NUH_A,I001,0.9877861135474916
6O0Z_A,I001,0.7044042619392339
6O19_A,I001,0.490672423106735
6O3T_A,I001,0.9173284685879305
6O71_A,I001,0.37452823467557794
6O8E_A,I001,0.8694429954384193
6O8G_B,I001,1.0
6O8H_A,I001,0.9908968260690568
6O8Q_B,I001,0.8839750478117888
6O9L_Q,I_NOISE,0.0
6O9L_T,I_NOISE,0.0
6OBJ_A,I001,0.8363364214926047
6OD3_A,I001,0.9316758008673084
6OEA_A,I001,0.6551427549941278
6OLA_A0,I001,0.6513742936102608
6OMV_B,I001,1.0
6OTZ_A,I001,1.0
6OY6_D,I001,1.0
6P0C_A,I001,1.0
6P0E_A,I001,1.0
6P18_Q,I001,0.8469365153525285
6P4F_B,I001,0.7137420093555165
6P4F_C,I001,1.0
6P5C_A,I001,1.0
6P71_D,I001,1.0
6P7B_A,I001,0.5846590286013107
6P7E_G,I_NOISE,0.0
6P93_A,I001,1.0
6P94_A,I001,1.0
6PAX_A,I001,0.5707426391391689
6PBD_A,I001,1.0
6PCM_A,I001,1.0
6PIJ_A,I001,1.0
6PIJ_G,I001,1.0
6PKZ_A,I001,1.0
6PMI_F,I001,0.6119483054721271
6PR5_A,I001,0.693106708430086
6PSQ_J,I_NOISE,0.0
6PST_L,I001,0.547650628104399
6PY8_E,I001,1.0
6Q0C_A,I001,1.0
6Q1V_A,I001,1.0
6QEC_A,I001,1.0
6QEM_G,I001,0.4466463168095952
6QFD_B,I001,1.0
6QIB_A,I001,1.0
6QLD_a,I_NOISE,0.0
6QLD_b,I_NOISE,0.0
6QLD_d,I_NOISE,0.0
6QLD_e,I_NOISE,0.0
6QLD_g,I_NOISE,0.0
6QLD_h,I_NOISE,0.0
6QLD_i,I_NOISE,0.0
6QUA_B,I001,1.0
6QWF_A,I001,1.0
6QWH_A,I001,1.0
6QWK_A,I001,1.0
6QWM_A,I001,1.0
6QX2_J,I001,0.9583501334968272
6QX2_K,I001,1.0
6QX2_d,I001,1.0
6QX2_k,I001,1.0
6QX2_r,I001,1.0
6QX2_s,I001,1.0
6QX2_u,I001,1.0
6QXF_B,I_NOISE,0.0
6QZK_A,I001,1.0
6R1T_D,I_NOISE,0.0
6R1T_G,I_NOISE,0.0
6R1U_K,I_NOISE,0.0
6R2V_B,I001,1.0
6R2V_C,I001,0.8788709536165316
6RAR_I,I001,1.0
6RAS_I,I001,1.0
6RAU_I,I001,1.0
6RCN_A,I001,0.8802158829315977
6RIE_A,I001,0.7791106541419865
6RKW_A,I_NOISE,0.0
6RKW_B,I_NOISE,0.0
6RNM_A,I001,1.0
6RNR_A,I001,1.0
6RQL_A,I002,1.0
6RWM_A,I001,0.8212904077035247
6RWO_A,I001,0.7876741412581049
6RYD_A,I001,0.8140359546670498
6S16_B,I001,0.8618057942090013
6S3O_A,I001,1.0
6S3P_A,I001,0.9047943702418492
6S48_A,I001,0.3802718518730355
6S6H_B,I001,0.9729465203145902
6S85_A,I_NOISE,0.0
6SA0_A,I001,1.0
6T21_A,I001,1.0
6T2U_B,I001,0.6089860909070463
6T8H_B,I001,0.9074326371318061
6T8H_C,I_NOISE,0.0
6TBZ_A,I001,1.0
6TC9_A,I001,1.0
6TCE_A,I001,1.0
6TNY_A,I001,0.8121608853409414
6TQN_G,I001,0.7167297188830914
6TQN_Y,I001,0.9819832613976915
6TUX_A,I001,0.7527388779367724
6TXR_A,I001,0.5591303110862637
6U0M_2,I001,0.500791726768259
6U0M_4,I001,0.5278936373511043
6U0M_7,I_NOISE,0.0
6U81_A,I001,0.8513543712550428
6U82_D,I001,0.7799621814399174
6U8W_A,I001,1.0
6U8X_A,I001,1.0
6U90_A,I001,1.0
6U91_A,I001,1.0
6UBF_A,I_NOISE,0.0
6UG1_A,I001,0.9260615963997176
6UH5_L,I_NOISE,0.0
6UH5_N,I_NOISE,0.0
6UIS_A,I001,1.0
6UJZ_A,I001,1.0
6UKF_X,I001,1.0
6UOL_A,I001,1.0
6UQI_A,I001,1.0
6UR4_A,I001,1.0
6USO_A,I001,0.7779609816678199
6USQ_A,I001,0.9777891206670375
6UVW_D,I001,1.0
6UW0_B,I001,1.0
6UWG_A,I001,1.0
6UWH_A,I001,1.0
6UWJ_A,I001,1.0
6UWK_A,I001,1.0
6V10_1,I001,0.5395266603938121
6V1G_1,I001,0.8954255382004037
6V1Z_1,I001,0.7530023096920195
6V7B_A,I001,0.8712049545094435
6VAE_A,I001,0.846960654953641
6VBW_D,I001,0.49871048250699535
6VCS_B,I001,1.0
6VDD_A,I001,1.0
6VEN_M,I_NOISE,0.0
6VF1_A,I001,1.0
6VG8_D,I_NOISE,0.0
6VGD_A,I_NOISE,0.0
6VJW_A,I001,1.0
6VPC_B,I001,0.7087197002610592
6VTX_A,I001,0.9372935608239282
6VVY_D,I001,1.0
6VW0_C,I001,0.6807340071775044
6VYP_K,I_NOISE,0.0
6VZJ_AE,I_NOISE,0.0
6W0M_A,I001,1.0
6W0Q_A,I001,1.0
6W0R_A,I001,1.0
6W13_A,I001,1.0
6W1A_A,I001,1.0
6W1F_A,I001,1.0
6W2P_A,I001,1.0
6W43_A,I001,1.0
6W4I_A,I001,1.0
6W5C_A,I001,0.9836967756073155
6W7A_A,I001,0.98282724931603
6W8B_A,I001,1.0
6W8J_D,I001,1.0
6WBR_A,I001,1.0
6WC0_A,I001,1.0
6WC2_D,I001,0.8850829239332164
6WC5_B,I001,0.9966120030981754
6WC5_I,I001,0.9804417577015472
6WHI_I,I_NOISE,0.0
6WHM_A,I001,0.939785859858584
6WMC_A,I001,0.7296412300286609
6WMI_A,I001,0.9188776441029348
6WMU_D,I001,0.5968254123979557
6WOY_D,I001,1.0
6WPJ_A,I001,1.0
6WQ0_A,I001,0.8415631782869362
6WQ2_A,I001,1.0
6WQ2_a,I001,0.7645056783851931
6WVJ_D,I001,0.9227411258666853
6WYA_A,I001,1.0
6X1J_A,I001,1.0
6X43_A,I001,1.0
6X6D_A,I001,1.0
6X6E_A,I001,1.0
6X74_A,I001,1.0
6X76_A,I001,1.0
6X77_A,I001,1.0
6X7F_AB,I001,0.7146092314923783
6X9J_A,I001,1.0
6XAS_B,I001,0.34181277605755334
6XB8_C,I001,0.7096737793406553
6XBU_A,I001,0.9317799196058952
6XEO_A,I_NOISE,0.0
6XGX_A,I001,0.7596945725322639
6XH7_G,I001,0.9772065004032432
6XL5_G,I001,1.0
6XNY_D,I001,0.855101592143897
6Y37_C,I001,0.9142481232242504
6Y39_C,I_NOISE,0.0
6Y42_A,I_NOISE,0.0
6Y5D_A,I_NOISE,0.0
6Y5E_A,I001,1.0
6Y5E_C,I001,1.0
6Y5E_G,I001,1.0
6Y5E_K,I_NOISE,0.0
6YCQ_A,I001,1.0
6YKF_A,I001,0.8682155071730802
6YL2_A,I001,1.0
6Z1A_B,I001,0.7215746044755315
6Z6P_K,I_NOISE,0.0
6Z6P_M,I_NOISE,0.0
6Z9Q_A,I_NOISE,0.0
6ZA3_B,I001,1.0
6ZHE_C,I_NOISE,0.0
6ZJ2_B,I001,1.0
6ZMN_A,I001,0.9904371659534787
6ZNP_A,I001,1.0
6ZTJ_AJ,I_NOISE,0.0
6ZZ6_A,I001,0.8938819501145461
6ZZ6_B,I001,0.43825990527049574
7ABS_A,I001,0.6789722958919356
7AEO_A,I001,0.5739975058729798
7AI6_B,I_NOISE,0.0
7AI7_A,I001,0.7930133635084929
7AMV_K,I001,0.9110343374654042
7AMV_W,I001,1.0
7AOE_B,I001,0.7765991086238277
7AOH_E,I_NOISE,0.0
7AOH_I,I_NOISE,0.0
7AOH_Y,I001,1.0
7APD_C,I_NOISE,0.0
7APD_G,I001,1.0
7AUD_A,I001,1.0
7AW7_D,I001,0.9362725019931167
7B0H_F,I001,0.9246267958169326
7B20_B,I001,1.0
7B24_B,I001,1.0
7B25_B,I001,1.0
7B49_A,I001,1.0
7B4D_A,I001,1.0
7B4G_A,I001,1.0
7B5Y_A,I_NOISE,0.0
7BHY_A,I001,0.9417870873387211
7BJQ_A,I001,0.9984513568348428
7BTQ_A,I_NOISE,0.0
7BTQ_E,I_NOISE,0.0
7BWD_L,I_NOISE,0.0
7C0G_A,I001,0.43527305975841574
7C0M_K,I001,0.5563706265483055
7C4P_A,I001,0.7999676994969224
7C4P_B,I001,0.9372536689974729
7C4R_A,I001,0.8134388769683345
7C7L_A,I001,1.0
7C99_A,I001,0.9389934508500553
7C9A_A,I001,0.824028500157434
7CBY_C,I001,1.0
7CC9_A,I001,1.0
7CCD_A,I001,1.0
7CCJ_B,I001,1.0
7CCQ_C,I001,1.0
7CCQ_K,I002,0.9918365794760935
7CE1_K,I001,0.9913708111791181
7CKQ_G,I_NOISE,0.0
7CQ4_A,I001,0.9163770077512795
7CR8_C,I001,0.9619742090918134
7CRE_A,I001,0.8513778308652334
7CSY_B,I001,1.0
7CY6_A,I001,0.883400941356357
7D2L_A,I001,1.0
7D3J_A,I001,0.9907600947721447
7D3V_A,I001,0.8571083034536113
7D58_A,I001,1.0
7D58_E,I001,0.6760291951427098
7D7D_I,I_NOISE,0.0
7D8T_A,I001,0.8161786359652708
7D98_P,I001,0.9419691752550033
7DCJ_B,I001,1.0
7DCU_B,I001,1.0
7DTA_A,I001,0.4245047544743213
7DV2_A,I001,0.9552623185485186
7DVV_B,I001,1.0
7DWR_B,I001,0.5358251805902138
7E1B_A,I_NOISE,0.0
7EA5_A,I001,1.0
7EA5_C,I001,1.0
7EA5_K,I002,1.0
7EA8_A,I001,1.0
7EA8_C,I001,0.8989059032756013
7EA8_L,I001,0.6805256948208975
7EDB_A,I001,1.0
7EDS_A,I001,1.0
7EF9_A,I001,1.0
7EGA_o,I_NOISE,0.0
7EJ6_A,I001,1.0
7EJE_A,I001,1.0
7EL1_A,I001,0.6935327703933869
7EL3_A,I001,1.0
7ELN_A,I001,0.8151169068947225
7ELN_B,I001,0.37659605674642566
7EQG_G,I001,0.3465543015606255
7EZJ_k,I001,1.0
7F0R_C,I_NOISE,0.0
7F0R_D,I_NOISE,0.0
7F4Y_B,I001,0.9157444712977263
7F75_C,I_NOISE,0.0
7F75_G,I_NOISE,0.0
7FTN_A,I001,1.0
7JGS_D,I001,0.506668014420003
7JM4_A,I001,1.0
7JN3_A,I001,0.8363364214926047
7JQQ_A,I_NOISE,0.0
7JU3_B,I001,1.0
7JVT_D,I001,1.0
7JY8_A,I001,1.0
7K30_A,I001,1.0
7K31_A,I001,1.0
7K6P_F,I001,1.0
7K6Q_A,I001,1.0
7K6Q_D,I001,1.0
7K6Q_K,I002,1.0
7K9Y_A,I001,0.6984021599255034
7KC0_A,I001,1.0
7KHE_D,I001,0.46708344857716344
7KHI_F,I001,0.6307398657048537
7KIF_J,I_NOISE,0.0
7KII_A,I001,0.6013860607234855
7KIN_M,I001,0.5734059364153794
7KQN_A,I001,0.5668130032717276
7KR4_A,I001,1.0
7KSP_A,I001,0.6072398075925425
7KTK_A,I001,0.9014025023172063
7KTQ_A,I001,1.0
7KZ1_A,I001,1.0
7KZV_U,I_NOISE,0.0
7L34_A,I001,1.0
7L35_A,I001,1.0
7L49_A,I001,0.952012352970472
7L4C_A,I001,1.0
7L4H_A,I001,1.0
7L4K_A,I001,1.0
7L4N_A,I001,1.0
7L4X_B,I001,1.0
7LBW_A,I001,0.6151960241699941
7LCC_A,I001,0.6197446378515906
7LH9_B,I001,1.0
7LHZ_C,I001,0.8812123521126916
7LO5_A,I001,0.5329599192654451
7LSY_Y,I_NOISE,0.0
7LT5_B,I001,1.0
7LUF_B,I001,1.0
7LV8_A,I001,0.8345111404652891
7LV8_B,I001,0.6523811640636896
7LYT_A,I001,1.0
7M0D_B,I001,0.9257565954494311
7M0E_A,I001,1.0
7M49_A,I001,1.0
7M7T_A,I001,1.0
7MCA_C,I001,0.6347890562255745
7MG6_A,I_NOISE,0.0
7MI4_A,I001,0.8472080395599633
7MI4_E,I001,0.7255579299452803
7MK1_A,I001,0.7981040519001428
7MR3_D,I001,1.0
7MTL_A,I001,0.8263392621253463
7MVS_B,I001,1.0
7MWM_A,I001,0.8838858983567058
7MXW_Z,I001,1.0
7MXX_Z,I001,0.6427033478558566
7MZ0_A,I001,1.0
7N3Y_A,I001,0.6245398626138293
7N8S_A,I001,1.0
7NE6_A,I001,1.0
7NPF_C,I_NOISE,0.0
7NX5_A,I001,0.9254307019918643
7NYX_A,I_NOISE,0.0
7O0G_A,I001,0.7483697418118084
7O0H_A,I001,1.0
7OA5_B,I001,0.6815024629202909
7OAR_A,I001,0.9864954864004881
7OB9_B,I001,0.9551888278562938
7OB9_M,I_NOISE,0.0
7OBN_A,I001,0.8786077979211788
7ODF_A,I001,0.9836967756073155
7OM3_A,I001,1.0
7ON0_AAA,I001,0.8392734343529539
7OUF_B,I001,0.8363364214926047
7OX9_B,I001,1.0
7OXQ_B,I001,0.6937572618390525
7P0W_A,I001,1.0
7P5X_AC,I001,0.7923031651803231
7P8L_A,I001,1.0
7PBO_D,I001,0.7311706604900076
7PBU_A,I001,0.5551085396480304
7PDS_A,I_NOISE,0.0
7PEL_B,I001,0.8363364214926047
7PLO_O,I001,0.793779419117758
7PSX_A,I001,1.0
7PZB_A,I001,1.0
7Q0N_A,I001,1.0
7Q3O_C,I001,0.851442158124859
7Q4N_K,I001,0.8245434388675199
7Q8A_B,I001,0.9672708147894895
7QAZ_B,I001,0.9474290767317478
7QO1_B,I_NOISE,0.0
7QQD_B,I001,0.34817812485852295
7QW6_A,I001,1.0
7R2K_L,I001,0.7624293494031775
7R2K_S,I001,0.6159237883063347
7R2K_Y,I001,0.9718624242371448
7R3X_A,I001,1.0
7R3Y_A,I001,0.9594908825594889
7R5S_L,I001,0.17616886159995895
7R5S_N,I001,0.5343570897441792
7R5S_W,I_NOISE,0.0
7R6T_C,I001,1.0
7R6V_D,I001,1.0
7R8H_A,I001,0.8069429295471149
7R8I_A,I001,0.8409418070759223
7RAY_A,I001,0.9316758008673084
7RCC_A,I001,1.0
7RCD_A,I001,1.0
7RCE_A,I001,1.0
7RCF_A,I001,1.0
7RCG_A,I001,1.0
7RH2_B,I001,1.0
7RHZ_A,I_NOISE,0.0
7RL1_1,I001,0.6608461513726143
7RPO_C,I_NOISE,0.0
7RPW_A,I_NOISE,0.0
7RPX_B,I_NOISE,0.0
7RPX_E,I_NOISE,0.0
7RSU_A,I001,1.0
7RTI_C,I001,1.0
7S01_A,I001,0.8592808381656847
7S01_C,I_NOISE,0.0
7S01_D,I001,0.5202986686842422
7S01_c,I001,0.5361837436507414
7S01_d,I001,0.6979076477858905
7S36_P,I001,0.8310125816294108
7S9W_A,I001,0.7837424388648964
7SBA_A,I001,0.4901866764714298
7SBA_H,I001,0.6880308903381017
7SBA_I,I001,0.9931433363308659
7SR6_A,I001,0.938924831584975
7SS5_A,I001,1.0
7SU3_A,I001,0.9184718383845116
7SUM_A,I001,1.0
7SUV_B,I001,0.8557347057043951
7SVU_X,I001,0.7006709429237573
7T18_A,I001,1.0
7T21_A,I_NOISE,0.0
7T3L_A,I001,0.9376743084768115
7T8K_A,I001,1.0
7TAW_J,I001,1.0
7TEA_B,I001,1.0
7TFH_B,I001,0.24129630767872082
7TIB_F,I_NOISE,0.0
7TQB_H,I001,0.35386718919814175
7TQB_L,I_NOISE,0.0
7TQW_A,I001,1.0
7TR7_A,I001,0.8489273917663237
7TRA_A,I001,0.9712529595650065
7TRA_D,I001,0.7493171279469579
7TRA_Q,I001,0.8474173614828525
7TXJ_A,I001,0.9566542338397701
7TXJ_a,I001,0.8094931400961759
7TZV_M,I001,0.9266215338506207
7U02_M,I001,0.938830619906748
7U1T_A,I001,0.7815275785929798
7U5C_E,I_NOISE,0.0
7U5D_B,I001,0.6664536433258869
7U5D_I,I001,0.5321016937444377
7UBL_A,I001,0.9316758008673084
7UBN_Q,I001,0.8164146729949642
7UBU_A,I001,1.0
7UFI_1,I_NOISE,0.0
7UGW_B,I001,0.896039906347929
7UGW_C,I001,0.8826458812995096
7UIN_D,I001,0.7172997206000032
7UUX_A,I001,0.9246267958169326
7UWH_C,I001,0.7102272792199612
7UXD_A,I001,0.9562631939182614
7UY6_A,I001,0.6643653864246637
7V59_B,I_NOISE,0.0
7V5N_E,I_NOISE,0.0
7V5N_F,I001,0.5135686641656172
7V6W_B,I001,0.9421230164652975
7V90_D,I001,0.9468211291242713
7V9G_D,I001,0.40517274355369415
7V9I_A,I001,0.9345334278071397
7V9U_A,I001,0.8455540796944423
7VE5_A,I001,1.0
7VG8_A,I001,0.8267965541013462
7VJQ_A,I001,1.0
7VN3_A,I001,0.5798575325283761
7VOV_A,I001,1.0
7VS4_A,I001,1.0
7VS4_B,I001,1.0
7VS4_C,I001,1.0
7VW3_A,I001,0.9661790527424139
7VWY_G,I_NOISE,0.0
7W1Y_5,I001,0.6652774314256271
7W5X_K,I001,0.8362097190654
7WAY_A,I001,0.6162356939430604
7WB3_A,I001,1.0
7WJU_A,I001,1.0
7WLR_A,I001,1.0
7WLR_B,I001,0.7516846516384122
7WLR_D,I001,0.9122179778442485
7WLR_G,I001,1.0
7WM3_A,I001,0.7816591550040289
7WNH_D,I001,1.0
7WNR_B,I001,0.9359880844848578
7WWV_B,I001,0.4470922190931144
7WWV_C,I001,0.4431872711764286
7X1N_C,I001,0.986513999697738
7X5A_A,I001,0.8841468504366117
7X5E_B,I001,0.9064286594339855
7X5E_E,I001,0.8991359387310477
7X5G_B,I001,1.0
7X7P_M,I_NOISE,0.0
7X7Q_A,I_NOISE,0.0
7XAQ_B,I001,0.7916366803748495
7XCR_C,I001,1.0
7XCR_L,I001,0.5335813773371548
7XCT_D,I001,1.0
7XCT_F,I001,1.0
7XD0_D,I001,1.0
7XG0_A,I001,0.9996792848438207
7XG0_D,I001,0.5861644233144796
7XG3_L,I001,0.9777891206670375
7XHV_B,I001,0.7711204767285317
7XI3_B,I_NOISE,0.0
7XJG_A,I001,0.8516809323549791
7XJG_J,I001,0.6440676249109522
7XLT_H,I_NOISE,0.0
7XLT_L,I_NOISE,0.0
7XN7_B,I001,0.9169780120109567
7XP3_A,I001,1.0
7XQ5_A,I001,0.882565697648667
7XQ5_B,I001,0.7438192018456783
7XUZ_H,I001,0.8764220119724901
7XV6_A,I001,1.0
7XV8_A,I001,1.0
7XYF_D,I001,0.8948120644584207
7XZX_K,I_NOISE,0.0
7Y01_A,I001,0.9877861135474916
7Y43_A,I001,0.8490924659859181
7Y7R_A,I001,0.7243573716540238
7Y8R_M,I_NOISE,0.0
7YE1_A,I001,0.9282715424344818
7YOJ_A,I001,1.0
7YQ3_F,I001,0.6513238996480635
7YQK_C,I001,1.0
7YRD_E,I001,1.0
7YRD_G,I001,0.7260265647648722
7YRD_K,I001,0.5563706265483055
7YZA_A,I001,0.9706340761501938
7YZO_A,I001,1.0
7Z0U_A,I001,1.0
7Z1O_A,I001,0.8004210073917256
7Z1O_E,I002,1.0
7Z3X_A,I001,0.7290717354154432
7Z5I_A,I001,0.9316758008673084
7Z5K_A,I001,0.9316758008673084
7Z5Z_A,I001,0.9502686259551918
8A0X_A,I001,1.0
8A0X_D,I001,0.6662226593861388
8A1C_A,I001,0.8480055065154781
8A40_B,I001,0.8465433337861024
8A93_A,I001,0.794727284995305
8AAN_A,I001,0.8145727129508532
8AAS_B,I001,0.903548460263097
8AG6_A,I001,0.7562233777690927
8AMU_F,I001,0.9730592634478613
8APM_C,I_NOISE,0.0
8ASC_F,I001,0.8386632705420315
8ASC_K,I001,0.833448530220394
8ATT_B,I001,1.0
8B1T_B,I001,0.585693563996384
8B4B_W,I001,1.0
