global_phenotype,identifier,probability
G_NOISE,4G9P_A,0.0
G_NOISE,4GAT_A,0.0
G020,4GC7_A,1.0
G027,4GCL_B,1.0
G027,4GCT_C,1.0
G_NOISE,4GDF_A,0.0
G002,4GJP_A,1.0
G002,4GJR_A,1.0
G_NOISE,4GLE_A,0.0
G038,4GLX_A,0.09391533544470657
G_NOISE,4GNX_C,0.0
G014,4GUQ_A,1.0
G046,4GZ1_A,0.2639477652951463
G046,4GZ2_A,0.2639477652951463
G003,4GZN_C,1.0
G_NOISE,4H5Q_B,0.0
G_NOISE,4H8K_A,0.0
G_NOISE,4HC7_A,0.0
G_NOISE,4HCC_A,0.0
G_NOISE,4HGP_A,0.0
G_NOISE,4HHT_A,0.0
G_NOISE,4HIO_A,0.0
G014,4HJE_A,1.0
G_NOISE,4HQB_A,0.0
G_NOISE,4HQE_B,0.0
G_NOISE,4HQX_A,0.0
G_NOISE,4HSB_A,0.0
G019,4HTU_A,1.0
G_NOISE,4I1A_B,0.0
G034,4I27_A,1.0
G019,4I3B_A,1.0
G_NOISE,4I3H_A,0.0
G014,4IBU_B,1.0
G014,4IBW_A,1.0
G_NOISE,4IHS_B,0.0
G_NOISE,4IJ5_A,0.0
G_NOISE,4IQJ_D,0.0
G_NOISE,4IQR_F,0.0
G034,4IQW_A,1.0
G_NOISE,4IS1_D,0.0
G019,4IUF_A,0.7159343022941324
G_NOISE,4IVZ_E,0.0
G_NOISE,4J00_A,0.0
G_NOISE,4J1J_C,0.0
G042,4J2A_A,1.0
G042,4J2B_A,1.0
G042,4J2D_A,1.0
G042,4J2E_A,1.0
G_NOISE,4J2X_C,0.0
G039,4JBK_A,0.6093978614028488
G039,4JBM_A,0.6093978614028488
G029,4JGC_A,1.0
G_NOISE,4JQD_E,0.0
G_NOISE,4JS4_A,0.0
G049,4JWM_A,1.0
G049,4JWN_A,1.0
G_NOISE,4JZV_A,0.0
G038,4K1G_A,0.10058031767918621
G050,4K4I_A,1.0
G_NOISE,4K82_A,0.0
G016,4K8X_A,0.7052487934057097
G040,4K96_B,1.0
G040,4KB6_A,1.0
G_NOISE,4KDP_A,0.0
G_NOISE,4KFC_B,0.0
G042,4KHN_A,1.0
G_NOISE,4KI2_B,0.0
G_NOISE,4KIS_A,0.0
G_NOISE,4KMF_A,0.0
G_NOISE,4KNY_B,0.0
G_NOISE,4KW5_A,0.0
G_NOISE,4KYW_A,0.0
G039,4L5R_C,0.6093978614028488
G039,4L5S_A,0.6093978614028488
G_NOISE,4L62_A,0.0
G_NOISE,4L80_B,0.0
G_NOISE,4LD0_A,0.0
G_NOISE,4LDX_B,0.0
G040,4LEZ_A,1.0
G017,4LG0_B,1.0
G_NOISE,4LG7_A,0.0
G038,4LHE_A,0.10058031767918621
G018,4LJR_A,1.0
G_NOISE,4LLN_J,0.0
G039,4LNQ_A,0.6093978614028488
G051,4LOX_A,1.0
G051,4LQ0_A,0.8321624927985751
G019,4LVL_A,0.6567802559682985
G042,4M42_A,0.9578830242203825
G049,4M47_A,1.0
G_NOISE,4M6F_A,0.0
G_NOISE,4M8O_A,0.0
G003,4M9E_A,1.0
G003,4M9V_C,1.0
G_NOISE,4MDF_A,0.0
G049,4MFA_A,1.0
G028,4MG2_A,0.9871150362108244
G028,4MGT_A,0.9871150362108244
G_NOISE,4MZR_A,0.0
G046,4N0O_C,0.29310460788657006
G_NOISE,4N5S_A,0.0
G_NOISE,4NCA_A,0.0
G028,4NDH_A,1.0
G028,4NDI_A,1.0
G_NOISE,4NDS_A,0.0
G_NOISE,4NE1_I,0.0
G_NOISE,4NE1_L,0.0
G_NOISE,4NFW_F,0.0
G_NOISE,4NGN_A,0.0
G030,4NID_A,0.4626329686226156
G030,4NIG_A,0.4626329686226156
G030,4NIH_A,0.4626329686226156
G030,4NII_A,0.4626329686226156
G020,4NLG_A,0.363639629045967
G_NOISE,4NQA_I,0.0
G_NOISE,4NRW_A,0.0
G_NOISE,4NV0_B,0.0
G038,4O0I_A,1.0
G_NOISE,4O3M_A,0.0
G_NOISE,4O3S_A,0.0
G049,4O5K_A,1.0
G040,4O6A_A,1.0
G_NOISE,4O7O_B,0.0
G045,4OBV_A,0.26887453669208455
G_NOISE,4OI8_B,0.0
G_NOISE,4OJV_A,0.0
G038,4OKZ_A,0.09491383842418018
G043,4OO8_A,1.0
G_NOISE,4OPX_C,0.0
G002,4OSH_B,0.9749641922565883
G002,4OSJ_B,0.957360529624506
G002,4OSK_B,0.43537480924706085
G002,4OSM_B,1.0
G002,4OSQ_A,1.0
G002,4OSR_A,1.0
G002,4OSS_A,1.0
G002,4OST_A,1.0
G002,4OSV_A,1.0
G002,4OSW_A,1.0
G002,4OSZ_A,0.9749641922565883
G002,4OT0_A,1.0
G002,4OT3_A,1.0
G002,4OTO_A,1.0
G_NOISE,4OU6_A,0.0
G_NOISE,4OU7_A,0.0
G_NOISE,4P0Q_A,0.0
G_NOISE,4P9U_A,0.0
G_NOISE,4PAR_A,0.0
G035,4PCZ_A,1.0
G035,4PD2_A,1.0
G038,4PE8_A,0.10058031767918621
G026,4PLB_B,1.0
G_NOISE,4POG_A,0.0
G_NOISE,4PQU_D,0.0
G_NOISE,4PSO_I,0.0
G_NOISE,4PTF_A,0.0
G_NOISE,4PXI_B,0.0
G_NOISE,4PY5_A,0.0
G_NOISE,4PYN_A,0.0
G_NOISE,4PZI_A,0.0
G020,4Q45_A,0.3606837373384268
G_NOISE,4QCB_A,0.0
G_NOISE,4QGU_A,0.0
G_NOISE,4QHF_A,0.0
G_NOISE,4QJU_A,0.0
G_NOISE,4QLC_U,0.0
G_NOISE,4QPQ_B,0.0
G_NOISE,4QQW_A,0.0
G_NOISE,4QR9_A,0.0
G_NOISE,4QTT_C,0.0
G020,4QWB_A,1.0
G020,4QWC_A,1.0
G020,4QWD_A,1.0
G028,4QYZ_B,1.0
G_NOISE,4QYZ_F,0.0
G013,4R22_B,1.0
G013,4R24_B,1.0
G_NOISE,4R28_C,0.0
G003,4R2D_A,1.0
G_NOISE,4R2P_A,0.0
G_NOISE,4R2S_A,0.0
G_NOISE,4R4E_B,0.0
G006,4R55_A,1.0
G049,4R63_A,1.0
G049,4R64_A,1.0
G_NOISE,4R8A_A,0.0
G_NOISE,4R8P_L,0.0
G020,4R8U_A,0.3606837373384268
G020,4R8U_B,0.3606837373384268
G_NOISE,4RB3_C,0.0
G_NOISE,4RDM_A,0.0
G_NOISE,4RDU_D,0.0
G047,4REC_A,0.8135316654646411
G047,4RI9_A,0.8135316654646411
G047,4RIB_B,0.8135316654646411
G047,4RIC_B,0.8135316654646411
G_NOISE,4RKH_D,0.0
G_NOISE,4ROC_B,0.0
G049,4RQ8_A,1.0
G047,4RUL_A,0.8199619047871727
G_NOISE,4S04_A,0.0
G_NOISE,4S0H_B,0.0
G_NOISE,4S0H_E,0.0
G028,4S0N_D,0.9310224853767511
G_NOISE,4S2Q_D,0.0
G029,4SKN_E,1.0
G020,4TQR_A,0.6810086307079355
G_NOISE,4TU7_A,0.0
G_NOISE,4TUG_A,0.0
G_NOISE,4TYN_A,0.0
G_NOISE,4TZD_A,0.0
G_NOISE,4U0Y_A,0.0
G_NOISE,4U7B_A,0.0
G_NOISE,4UDQ_A,0.0
G_NOISE,4UMM_A,0.0
G_NOISE,4UMM_E,0.0
G043,4UN3_B,1.0
G_NOISE,4UNC_D,0.0
G_NOISE,4UNO_A,0.0
G038,4UQG_A,1.0
G_NOISE,4UQM_A,0.0
G_NOISE,4USG_A,0.0
G_NOISE,4UUS_B,0.0
G_NOISE,4UUV_A,0.0
G014,4UZB_A,0.9063987371979044
G_NOISE,4V1N_O,0.0
G_NOISE,4V61_AO,0.0
G_NOISE,4V8P_AH,0.0
G_NOISE,4V8P_AQ,0.0
G_NOISE,4V8S_AR,0.0
G_NOISE,4V8S_AW,0.0
G_NOISE,4V8S_AY,0.0
G_NOISE,4V9F_L,0.0
G_NOISE,4V9F_Z,0.0
G_NOISE,4W9M_C,0.0
G_NOISE,4WNB_B,0.0
G_NOISE,4WPY_A,0.0
G_NOISE,4WUH_A,0.0
G_NOISE,4WWC_B,0.0
G031,4WX9_B,1.0
G_NOISE,4WZW_A,0.0
G013,4X0G_B,1.0
G008,4X23_C,0.418946804262799
G011,4X23_D,0.5891262593765711
G009,4X23_E,0.8202508618685416
G_NOISE,4X8I_B,0.0
G003,4X9J_A,1.0
G_NOISE,4XB6_E,0.0
G007,4XIC_A,1.0
G_NOISE,4XIU_A,0.0
G_NOISE,4XLN_D,0.0
G_NOISE,4XLN_F,0.0
G_NOISE,4XLR_C,0.0
G_NOISE,4XLS_M,0.0
G017,4XQJ_A,0.8031991311058484
G_NOISE,4XQK_A,0.0
G017,4XQQ_A,0.8031991311058484
G021,4XR0_A,1.0
G021,4XR2_A,1.0
G_NOISE,4XRM_B,0.0
G_NOISE,4XRS_B,0.0
G_NOISE,4XRS_G,0.0
G050,4XUS_A,1.0
G_NOISE,4XVI_A,0.0
G028,4XZF_A,0.9310224853767511
G010,4XZQ_B,1.0
G011,4XZQ_D,1.0
G_NOISE,4Y60_C,0.0
G_NOISE,4YD1_A,0.0
G_NOISE,4YF0_B,0.0
G_NOISE,4YFH_B,0.0
G_NOISE,4YG1_A,0.0
G_NOISE,4YG7_D,0.0
G051,4YHX_A,0.6773132253326088
G_NOISE,4YIG_A,0.0
G_NOISE,4YIR_A,0.0
G051,4YIS_A,0.8765712197299241
G051,4YIT_D,1.0
G_NOISE,4YJ0_B,0.0
G_NOISE,4YKL_B,0.0
G_NOISE,4YNQ_A,0.0
G_NOISE,4YOQ_A,0.0
G_NOISE,4YOW_A,0.0
G_NOISE,4YPR_A,0.0
G_NOISE,4YQW_A,0.0
G_NOISE,4YR3_A,0.0
G_NOISE,4YRV_A,0.0
G_NOISE,4YWA_A,0.0
G037,4YXQ_A,1.0
G_NOISE,4Z1X_A,0.0
G051,4Z20_A,1.0
G026,4Z2C_A,0.9213834215896194
G029,4Z3A_A,1.0
G_NOISE,4Z5D_A,0.0
G_NOISE,4Z5H_A,0.0
G008,4Z66_C,1.0
G011,4Z66_D,1.0
G004,4Z8F_H,1.0
G004,4Z8F_L,1.0
G_NOISE,4Z8W_A,0.0
G_NOISE,4ZCF_A,0.0
G030,4ZHN_A,0.4626329686226156
G_NOISE,4ZSF_A,0.0
G_NOISE,4ZUX_e,0.0
G_NOISE,4ZYD_A,0.0
G_NOISE,5A0M_A,0.0
G_NOISE,5A0M_B,0.0
G_NOISE,5A0W_D,0.0
G_NOISE,5A1V_E,0.0
G_NOISE,5A21_G,0.0
G_NOISE,5A3D_B,0.0
G_NOISE,5A72_B,0.0
G_NOISE,5A74_B,0.0
G_NOISE,5AF7_B,0.0
G_NOISE,5AKM_A,0.0
G_NOISE,5AKN_F,0.0
G_NOISE,5AKO_B,0.0
G_NOISE,5AWH_A,0.0
G037,5AYC_A,1.0
G_NOISE,5AYE_A,0.0
G_NOISE,5B04_B,0.0
G043,5B2R_B,1.0
G043,5B2S_B,1.0
G043,5B2T_B,1.0
G_NOISE,5B43_A,0.0
G_NOISE,5B7J_A,0.0
G_NOISE,5BNG_B,0.0
G028,5BNH_A,0.9310224853767511
G_NOISE,5BOX_A,0.0
G_NOISE,5BPD_A,0.0
G_NOISE,5BS8_D,0.0
G_NOISE,5BYG_B,0.0
G_NOISE,5C8E_G,0.0
G031,5CDM_D,1.0
G031,5CDN_U,1.0
G031,5CDO_B,1.0
G026,5CDP_A,1.0
G031,5CDP_B,1.0
G031,5CDQ_S,1.0
G_NOISE,5CG9_A,0.0
G_NOISE,5CHI_A,0.0
G044,5CKY_O,1.0
G_NOISE,5CL3_A,0.0
G_NOISE,5CL8_A,0.0
G_NOISE,5CLV_B,0.0
G_NOISE,5CLV_E,0.0
G_NOISE,5CM3_A,0.0
G044,5CO0_O,1.0
G_NOISE,5CQQ_B,0.0
G044,5CRJ_O,1.0
G044,5CRK_O,1.0
G050,5CWR_A,1.0
G_NOISE,5CY1_A,0.0
G048,5CZZ_A,1.0
G_NOISE,5D4S_B,0.0
G_NOISE,5D4V_B,0.0
G_NOISE,5D5X_B,0.0
G_NOISE,5D8C_B,0.0
G_NOISE,5D8F_B,0.0
G017,5D8K_B,1.0
G_NOISE,5DAC_A,0.0
G030,5DFF_A,1.0
G030,5DFJ_A,1.0
G_NOISE,5DIH_B,0.0
G050,5DKW_A,1.0
G027,5DLJ_B,1.0
G_NOISE,5DLJ_E,0.0
G_NOISE,5DNY_B,0.0
G027,5DQZ_B,1.0
G_NOISE,5DQZ_E,0.0
G027,5DS5_B,1.0
G_NOISE,5DS5_E,0.0
G_NOISE,5DS9_B,0.0
G_NOISE,5DUD_A,0.0
G_NOISE,5DWA_A,0.0
G_NOISE,5DY0_A,0.0
G_NOISE,5E01_B,0.0
G033,5E24_E,0.9361290959387353
G051,5E5O_A,1.0
G051,5E5S_A,1.0
G051,5E63_A,1.0
G051,5E67_A,1.0
G_NOISE,5EAN_A,0.0
G_NOISE,5EAX_A,0.0
G_NOISE,5EEA_G,0.0
G_NOISE,5EG0_A,0.0
G_NOISE,5EGO_A,0.0
G026,5EIX_A,1.0
G_NOISE,5EN4_A,0.0
G051,5ESP_A,0.8519878817613176
G_NOISE,5EXH_C,0.0
G_NOISE,5EYB_A,0.0
G_NOISE,5EYO_C,0.0
G014,5F0Q_A,0.9063987371979044
G_NOISE,5F3W_B,0.0
G_NOISE,5F55_A,0.0
G_NOISE,5F7Q_E,0.0
G_NOISE,5F8A_A,0.0
G008,5F99_G,0.32181534846527793
G043,5F9R_B,1.0
G_NOISE,5FB2_A,0.0
G_NOISE,5FDK_D,0.0
G_NOISE,5FHE_A,0.0
G_NOISE,5FKV_A,0.0
G_NOISE,5FMF_1,0.0
G_NOISE,5FMF_M,0.0
G_NOISE,5FMF_U,0.0
G_NOISE,5FMF_V,0.0
G_NOISE,5FMF_X,0.0
G_NOISE,5FTE_A,0.0
G_NOISE,5FUR_C,0.0
G043,5FW1_B,1.0
G043,5FW2_B,1.0
G043,5FW3_B,1.0
G032,5G5T_A,1.0
G_NOISE,5G6R_B,0.0
G_NOISE,5GKE_A,0.0
G029,5GKP_B,1.0
G004,5GKR_A,1.0
G004,5GKR_B,1.0
G027,5GPC_A,1.0
G_NOISE,5GXF_A,0.0
G_NOISE,5GZY_A,0.0
G_NOISE,5H1Q_A,0.0
G_NOISE,5H3R_A,0.0
G041,5H8W_A,0.9660184821055147
G046,5H9F_A,0.29310460788657006
G028,5H9F_B,1.0
G046,5H9F_J,0.2834710653546537
G027,5HAW_B,1.0
G027,5HBU_B,1.0
G_NOISE,5HCH_A,0.0
G017,5HDN_C,1.0
G049,5HHH_A,1.0
G_NOISE,5HK3_B,0.0
G_NOISE,5HLG_B,0.0
G_NOISE,5HNF_A,0.0
G034,5HNK_A,1.0
G_NOISE,5HOD_A,0.0
G034,5HP4_A,1.0
G_NOISE,5HRF_A,0.0
G_NOISE,5HRG_A,0.0
G_NOISE,5HRH_B,0.0
G_NOISE,5HRK_B,0.0
G046,5HT2_A,0.2639477652951463
G_NOISE,5HY3_B,0.0
G_NOISE,5I2D_G,0.0
G013,5I44_B,1.0
G_NOISE,5IFF_A,0.0
G050,5IIO_A,1.0
G046,5INO_A,0.2639477652951463
G_NOISE,5IOX_A,0.0
G047,5IUD_D,0.8439545307983989
G026,5IWI_A,1.0
G031,5IWI_B,1.0
G047,5IYB_B,1.0
G_NOISE,5IYB_C,0.0
G_NOISE,5IYB_M,0.0
G_NOISE,5J0N_F,0.0
G_NOISE,5J0N_I,0.0
G025,5J2M_A,1.0
G_NOISE,5J2N_B,0.0
G_NOISE,5J5P_A,0.0
G017,5JA9_C,1.0
G_NOISE,5JH0_D,0.0
G044,5JJV_B,1.0
G_NOISE,5JLT_A,0.0
G_NOISE,5JQ6_A,0.0
G_NOISE,5JRO_A,0.0
G_NOISE,5JTK_A,0.0
G_NOISE,5JUB_A,0.0
G_NOISE,5K1Y_B,0.0
G027,5K58_A,1.0
G003,5K5H_A,0.9312962259135829
G003,5K5J_A,0.8116750148599134
G_NOISE,5K5L_G,0.0
G_NOISE,5K5R_B,0.0
G_NOISE,5K83_A,0.0
G_NOISE,5K97_A,0.0
G_NOISE,5K98_A,0.0
G014,5KBD_A,1.0
G_NOISE,5KBJ_A,0.0
G003,5KE7_A,1.0
G003,5KE9_A,1.0
G003,5KEA_A,1.0
G_NOISE,5KEG_A,0.0
G_NOISE,5KFS_A,0.0
G_NOISE,5KK5_A,0.0
G003,5KKQ_A,0.9312962259135829
G_NOISE,5KL4_A,0.0
G_NOISE,5KL7_A,0.0
G034,5KN8_A,0.9835486566335491
G034,5KN9_A,0.9835486566335491
G005,5KRB_G,0.9019058445353062
G_NOISE,5KSE_A,0.0
G041,5KW6_A,1.0
G_NOISE,5L2P_A,0.0
G_NOISE,5L9W_C,0.0
G_NOISE,5LCL_A,0.0
G_NOISE,5LD2_D,0.0
G_NOISE,5LEK_A,0.0
G038,5LIE_B,0.09491383842418018
G_NOISE,5LQZ_I,0.0
G_NOISE,5LRS_A,0.0
G_NOISE,5LTY_K,0.0
G007,5LUX_K,1.0
G_NOISE,5M1S_A,0.0
G_NOISE,5M1S_D,0.0
G_NOISE,5M58_A,0.0
G_NOISE,5M5W_B,0.0
G_NOISE,5MC6_i,0.0
G_NOISE,5MC6_j,0.0
G014,5MCT_A,1.0
G_NOISE,5MEZ_A,0.0
G_NOISE,5MHJ_A,0.0
G_NOISE,5MLD_A,0.0
G009,5MLU_A,1.0
G011,5MLU_D,1.0
G008,5MLU_G,0.9811347914337364
G011,5MLU_H,1.0
G_NOISE,5MPD_Z,0.0
G_NOISE,5MS0_D,0.0
G_NOISE,5MS0_F,0.0
G040,5N6I_A,1.0
G_NOISE,5N9D_B,0.0
G_NOISE,5N9J_Y,0.0
G_NOISE,5ND8_E,0.0
G_NOISE,5NFV_A,0.0
G_NOISE,5NLL_A,0.0
G029,5NNU_A,1.0
G_NOISE,5NNX_A,0.0
G_NOISE,5NO6_A,0.0
G_NOISE,5NO6_N,0.0
G026,5NPK_b,1.0
G026,5NPP_B,1.0
G029,5NWA_A,0.952300994668922
G034,5NX7_A,1.0
G_NOISE,5NZT_E,0.0
G_NOISE,5O6B_A,0.0
G_NOISE,5O6G_A,0.0
G_NOISE,5O6I_A,0.0
G033,5O6U_D,0.9361290959387353
G_NOISE,5O6U_F,0.0
G_NOISE,5O7T_A,0.0
G_NOISE,5ODG_A,0.0
G_NOISE,5ODL_A,0.0
G_NOISE,5ODU_A,0.0
G_NOISE,5OLA_A,0.0
G_NOISE,5OLA_E,0.0
G_NOISE,5OQO_A,0.0
G_NOISE,5OQP_A,0.0
G_NOISE,5OR5_A,0.0
G_NOISE,5SVC_A,0.0
G_NOISE,5SWW_D,0.0
G_NOISE,5SZX_A,0.0
G001,5T01_A,1.0
G003,5T0U_A,0.9312962259135829
G_NOISE,5T1J_A,0.0
G051,5T2H_A,1.0
G051,5T2N_A,0.7972983055446358
G051,5T2O_A,1.0
G034,5T4I_B,0.9994379193884677
G_NOISE,5T5K_B,0.0
G028,5T7X_B,0.8502743556112916
G051,5T8D_A,1.0
G_NOISE,5TC1_A,0.0
G_NOISE,5TD5_A,0.0
G051,5THG_A,1.0
G_NOISE,5TKZ_A,0.0
G050,5TRD_A,0.48460557944891697
G_NOISE,5TVM_E,0.0
G_NOISE,5TWR_A,0.0
G025,5TXL_A,1.0
G025,5TXM_A,1.0
G025,5TXN_A,1.0
G025,5TXO_A,1.0
G_NOISE,5U0A_E,0.0
G_NOISE,5U1J_B,0.0
G043,5U33_A,0.37241970018014514
G049,5U8H_A,1.0
G049,5U8I_A,1.0
G_NOISE,5U90_C,0.0
G021,5U91_A,0.9564998132954409
G_NOISE,5UC6_A,0.0
G_NOISE,5UI5_V,0.0
G_NOISE,5UK7_K,0.0
G_NOISE,5UM9_A,0.0
G_NOISE,5UX0_D,0.0
G_NOISE,5V09_Z,0.0
G051,5V0Q_A,1.0
G_NOISE,5V3G_D,0.0
G_NOISE,5V3J_F,0.0
G_NOISE,5V49_B,0.0
G_NOISE,5V8F_7,0.0
G005,5VA0_B,1.0
G005,5VA7_A,1.0
G_NOISE,5VC9_C,0.0
G_NOISE,5VFX_F,0.0
G047,5VHE_A,0.8159688871142787
G_NOISE,5VHV_A,0.0
G022,5VI5_C,1.0
G024,5VI5_D,1.0
G_NOISE,5VMX_A,0.0
G_NOISE,5VMZ_A,0.0
G_NOISE,5VOX_P,0.0
G001,5VPE_A,0.9605777235140288
G001,5VPE_B,1.0
G049,5VS2_A,1.0
G016,5VU9_A,1.0
G_NOISE,5VVJ_F,0.0
G_NOISE,5VVL_F,0.0
G_NOISE,5VXN_C,0.0
G_NOISE,5VZ7_A,0.0
G_NOISE,5VZB_A,0.0
G_NOISE,5VZE_A,0.0
G_NOISE,5VZG_A,0.0
G_NOISE,5W0U_B,0.0
G_NOISE,5W1C_B,0.0
G_NOISE,5W2M_A,0.0
G_NOISE,5W36_A,0.0
G_NOISE,5W65_P,0.0
G_NOISE,5W66_M,0.0
G_NOISE,5W6Q_G,0.0
G_NOISE,5W7G_A,0.0
G_NOISE,5W7G_B,0.0
G_NOISE,5W9Q_A,0.0
G_NOISE,5WCU_C,0.0
G_NOISE,5WCU_D,0.0
G_NOISE,5WCU_U,0.0
G_NOISE,5WJQ_D,0.0
G_NOISE,5WM1_A,0.0
G030,5WN3_B,1.0
G006,5WVW_A,1.0
G006,5WVY_A,1.0
G006,5WVZ_A,1.0
G006,5WWC_B,1.0
G_NOISE,5WX9_A,0.0
G_NOISE,5X11_E,0.0
G_NOISE,5X90_A,0.0
G_NOISE,5XB6_A,0.0
G_NOISE,5XC2_B,0.0
G015,5XFP_B,0.9874728226743009
G015,5XFQ_A,0.9874728226743009
G033,5XFR_B,1.0
G_NOISE,5XH6_A,0.0
G_NOISE,5XH7_A,0.0
G_NOISE,5XM8_A,0.0
G_NOISE,5XM9_A,0.0
G_NOISE,5XNB_C,0.0
G039,5XOG_E,0.6210728703860552
G_NOISE,5XPG_A,0.0
G_NOISE,5XUT_A,0.0
G_NOISE,5XVN_F,0.0
G_NOISE,5XVP_B,0.0
G_NOISE,5XX9_A,0.0
G040,5XZB_A,1.0
G_NOISE,5Y36_A,0.0
G_NOISE,5Y3M_A,0.0
G_NOISE,5Y3R_A,0.0
G_NOISE,5Y3R_B,0.0
G_NOISE,5Y7Q_A,0.0
G_NOISE,5YBB_D,0.0
G017,5YBD_A,1.0
G_NOISE,5YCZ_A,0.0
G003,5YEG_B,0.9312962259135829
G003,5YEH_A,0.9312962259135829
G_NOISE,5YEL_B,0.0
G_NOISE,5YFP_B,0.0
G_NOISE,5YI2_A,0.0
G_NOISE,5YI3_A,0.0
G_NOISE,5YIW_A,0.0
G020,5YUY_A,0.3606837373384268
G_NOISE,5YX6_A,0.0
G_NOISE,5Z3N_A,0.0
G_NOISE,5Z40_A,0.0
G_NOISE,5Z7D_B,0.0
G_NOISE,5ZAD_A,0.0
G034,5ZCW_A,1.0
G_NOISE,5ZE0_C,0.0
G_NOISE,5ZIK_A,0.0
G_NOISE,5ZJR_B,0.0
G_NOISE,5ZLN_B,0.0
G017,5ZMC_B,1.0
G_NOISE,5ZMN_A,0.0
G_NOISE,5ZMO_A,0.0
G_NOISE,5ZOG_A,0.0
G_NOISE,5ZR1_E,0.0
G_NOISE,5ZU1_A,0.0
G_NOISE,5ZUP_C,0.0
G_NOISE,5ZUX_A,0.0
G_NOISE,6A57_A,0.0
G_NOISE,6A5N_A,0.0
G_NOISE,6A8R_A,0.0
G_NOISE,6A9B_A,0.0
G043,6AEG_B,1.0
G043,6AI6_A,1.0
G_NOISE,6AJO_A,0.0
G_NOISE,6AKO_C,0.0
G025,6AMO_A,1.0
G047,6AS7_A,0.8439545307983989
G_NOISE,6ASB_I,0.0
G_NOISE,6ASD_C,0.0
G_NOISE,6B0O_A,0.0
G_NOISE,6B0R_A,0.0
G_NOISE,6B44_A,0.0
G_NOISE,6B44_B,0.0
G036,6B44_F,1.0
G_NOISE,6B6H_G,0.0
G_NOISE,6B6H_I,0.0
G051,6BCF_J,0.6951641298322753
G051,6BCG_D,0.6951641298322753
G051,6BCH_A,0.6951641298322753
G051,6BCI_A,0.6951641298322753
G051,6BCN_A,0.6951641298322753
G051,6BD0_A,1.0
G051,6BDA_A,1.0
G051,6BDB_A,1.0
G_NOISE,6BFI_B,0.0
G046,6BKG_A,0.26438796421741234
G005,6BQU_B,1.0
G028,6BRR_A,1.0
G_NOISE,6BS3_A,0.0
G025,6BSG_A,0.5337964973419114
G049,6BTE_A,1.0
G_NOISE,6BUX_A,0.0
G_NOISE,6BWY_B,0.0
G011,6BZ1_C,0.3617032121060678
G024,6BZO_D,1.0
G022,6C04_C,1.0
G_NOISE,6C26_B,0.0
G_NOISE,6C31_A,0.0
G_NOISE,6C62_C,0.0
G_NOISE,6C66_A,0.0
G_NOISE,6C66_M,0.0
G_NOISE,6C66_O,0.0
G_NOISE,6CCG_A,0.0
G_NOISE,6CES_M,0.0
G_NOISE,6CFI_A,0.0
G_NOISE,6CG8_E,0.0
G_NOISE,6CIK_B,0.0
G_NOISE,6CIM_A,0.0
G_NOISE,6CKM_A,0.0
G037,6COJ_B,1.0
G026,6CQ2_A,0.9758380420139251
G_NOISE,6CRM_A,0.0
G_NOISE,6CRO_A,0.0
G040,6CT9_A,1.0
G049,6CTR_A,1.0
G028,6CVP_B,1.0
G028,6CVQ_A,1.0
G028,6CVR_A,1.0
G028,6CVS_A,1.0
G028,6CVT_A,1.0
G_NOISE,6D0Z_A,0.0
G_NOISE,6D5F_A,0.0
G_NOISE,6D5F_a,0.0
G_NOISE,6D92_A,0.0
G_NOISE,6D95_A,0.0
G_NOISE,6DG0_A,0.0
G_NOISE,6DGD_A,0.0
G049,6DIC_A,1.0
G019,6DOG_A,1.0
G019,6DOH_A,1.0
G019,6DOS_A,1.0
G019,6DPB_A,1.0
G019,6DPG_A,1.0
G019,6DPI_A,1.0
G038,6DSX_A,1.0
G_NOISE,6DT1_A,0.0
G033,6DT7_A,0.9295527992321366
G_NOISE,6DT7_B,0.0
G_NOISE,6DTN_B,0.0
G022,6DVC_C,1.0
G_NOISE,6DVC_F,0.0
G038,6DWV_A,0.09491383842418018
G_NOISE,6DWW_A,0.0
G_NOISE,6E33_A,0.0
G003,6E93_A,0.9145822911045847
G003,6E94_A,0.9145822911045847
G040,6EDC_A,1.0
G022,6EDT_C,1.0
G024,6EDT_D,1.0
G_NOISE,6EHT_A,0.0
G_NOISE,6EMY_B,0.0
G_NOISE,6EN0_B,0.0
G_NOISE,6EN1_A,0.0
G030,6EO6_H,0.39723323190656623
G_NOISE,6ERQ_C,0.0
G_NOISE,6ES2_K,0.0
G_NOISE,6ES3_K,0.0
G_NOISE,6ESZ_D,0.0
G_NOISE,6ET4_A,0.0
G_NOISE,6EU0_P,0.0
G047,6EU1_B,0.9077298468975311
G047,6EXV_B,1.0
G019,6F1K_A,0.7294568331431137
G037,6F2E_A,0.9703817474785196
G_NOISE,6F2S_A,0.0
G_NOISE,6F2S_H,0.0
G_NOISE,6F2S_I,0.0
G039,6F59_B,0.6395262915254366
G_NOISE,6FAI_G,0.0
G039,6FB0_A,1.0
G039,6FB0_B,1.0
G039,6FB1_A,1.0
G039,6FB8_A,1.0
G_NOISE,6FBC_A,0.0
G_NOISE,6FBU_A,0.0
G_NOISE,6FF2_A,0.0
G_NOISE,6FIX_B,0.0
G_NOISE,6FK4_A,0.0
G_NOISE,6FKE_A,0.0
G035,6FL1_A,1.0
G_NOISE,6FN0_A,0.0
G010,6FQ5_B,1.0
G008,6FQ5_C,0.60805363610177
G011,6FQ5_D,0.9763657119939919
